embedding,chunk,article,law
"frozenset({10112, 12161, 11266, 44417, 11396, 0, 12550, 80648, 11017, 16394, 11660, 67469, 146, 25109, 86422, 151, 28696, 10136, 10135, 30871, 157, 77985, 10402, 163, 21028, 10149, 10150, 71585, 15522, 170, 23338, 26795, 31920, 19889, 10163, 86196, 54327, 33979, 14396, 24509, 10818, 46019, 39110, 86858, 10698, 31436, 14413, 14802, 68436, 72405, 25814, 57432, 10457, 47320, 15966, 101, 102, 12138, 10354, 117, 119, 51581, 63103})","Krivični zakonik | Značenje izraza u ovom zakoniku | Računarski podatak je svako predstavljanje činjenica, informacija ili koncepta u obliku koji je podesan za njihovu obrad u u računarskom sistemu, uključujući i o dgovarajući program na osnovu koga računarski sistem obavlja svoju funkciju. ",Član 112  ,Krivični zakonik
"frozenset({10112, 0, 11266, 10243, 11396, 11017, 16394, 10128, 86422, 18711, 39577, 77985, 37538, 163, 21028, 10150, 80038, 10281, 170, 26795, 11694, 10415, 76462, 19889, 37685, 12854, 33979, 22462, 46019, 39110, 11719, 10698, 14413, 13007, 25424, 72405, 15446, 15966, 20192, 80867, 13284, 101, 102, 24562, 50803, 117, 119, 11513, 63103})","Krivični zakonik | Značenje izraza u ovom zakoniku | Računarskom mrežom smatra se skup međusobno povezanih računara, odnosno računarskih sistema koji komuniciraju razmenjujući podatke. ",Član 112  ,Krivični zakonik
"frozenset({10112, 0, 10116, 11396, 10247, 11017, 16394, 53759, 11660, 10251, 73740, 10128, 86422, 18711, 11928, 10390, 11290, 151, 77985, 10785, 163, 21028, 13473, 10150, 10281, 170, 75056, 19889, 37685, 10111, 57784, 33979, 10429, 25410, 46019, 71108, 10307, 19782, 31436, 14413, 10700, 72405, 15446, 15966, 27487, 101, 102, 11880, 10354, 18036, 117, 10358, 119, 63103})","Krivični zakonik | Značenje izraza u ovom zakoniku | Računarskim programom smatra se ure đeni skup naredbi koji služe za upravljanje radom računara, kao i za rešavanje određenog zadatka pomoću računara. ",Član 112  ,Krivični zakonik
"frozenset({10112, 12161, 11266, 78339, 11396, 27522, 0, 10375, 11017, 16394, 10249, 11660, 10123, 10378, 17164, 10131, 86422, 18711, 10390, 151, 10135, 156, 10141, 35744, 77985, 13473, 163, 21028, 10149, 80038, 170, 76462, 17199, 19889, 31153, 12854, 40887, 10111, 33979, 12603, 10428, 46019, 10181, 39110, 31436, 14413, 41165, 10316, 22864, 27729, 11859, 72405, 15446, 35029, 17626, 20060, 15966, 17890, 13668, 101, 102, 11880, 10601, 16491, 21483, 43756, 25581, 23280, 119, 15230, 63103})",Krivični zakonik | Značenje izraza u ovom zakoniku | Računarski virus je računarski program ili neki drugi skup naredbi unet u računar ili računarsku mrežu koji je napravlje n da sam sebe um nožava i deluje na druge programe ili podatke u računaru ili računarskoj mreži dodavanjem tog programa ili skupa naredbi jednom ili više računarskih programa ili podataka. ,Član 112  ,Krivični zakonik
"frozenset({0, 16394, 10251, 10763, 10253, 10259, 80404, 25109, 18457, 10785, 21028, 10295, 40530, 12883, 26712, 10329, 10330, 15966, 40030, 86622, 16996, 101, 56422, 102, 113, 45170, 114, 85617, 117, 119, 20089, 21118, 63103, 16002, 10378, 30871, 151, 67227, 26270, 77985, 54433, 163, 36007, 170, 10421, 18101, 33979, 16591, 72405, 10459, 10976, 41190, 10983, 15088, 10998, 34048, 11017, 12054, 85270, 42786, 55083, 37685, 11061, 52031, 11615, 27487, 80233, 16234, 12138, 37741, 10607, 23919, 27512, 24956, 10112, 12161, 10128, 10135, 10136, 11162, 13211, 12704, 10149, 19889, 76722, 13241, 10689, 46019, 95171, 71108, 56792, 49117, 23518, 26088, 10220, 14323, 19454})","Krivični zakonik | Značenje izraza u ovom zakoniku | Subjektom privrednog poslovanja smatra se privredno društvo, drugo pravno lice koje obavlja privrednu delatnost i preduzetnik. Pravno lice koje pored svoje osnovne delatnosti obavlja i privrednu delatnost smatra se subjektom privrednog poslovanja samo kada vrši tu delatnost. (21a) Privredna delatnost je svaka delatnost proizvodnje i prometa roba, vršenje usluga i obavljanje drugih delatnosti na tržištu, radi sticanja dobiti ili ostvarivanja nekog drugog ekonomskog interesa. ",Član 112  ,Krivični zakonik
"frozenset({10112, 12161, 37890, 73091, 10243, 0, 19463, 78472, 11017, 16394, 10251, 10123, 21767, 52630, 11414, 49048, 18457, 38298, 67227, 89368, 10141, 26270, 96026, 77985, 37538, 163, 21028, 10149, 13860, 64803, 170, 12842, 11820, 44206, 10415, 19889, 64049, 15794, 18101, 10295, 10111, 33979, 46019, 10317, 14802, 72405, 71772, 15966, 10976, 10592, 11234, 17760, 13284, 101, 20192, 102, 12138, 18801, 60789, 117, 119, 63103})","Krivični zakonik | Značenje izraza u ovom zakoniku | Grupa je najmanje tri lica povezanih radi trajnog ili povremenog vršenja krivičnih dela koja ne mora da ima definisane uloge svojih članova, kontinuitet članstva ili razvijenu strukturu. ",Član 112  ,Krivični zakonik
"frozenset({10112, 12161, 0, 11396, 11910, 30599, 11017, 16394, 15121, 10261, 151, 10135, 22809, 77985, 12578, 163, 21028, 10149, 10275, 10281, 170, 19889, 86196, 14265, 33979, 46019, 10307, 65224, 10952, 10698, 83279, 72405, 10839, 56792, 43484, 15966, 101, 41190, 91621, 102, 81262, 119, 56060, 63103})",Krivični zakonik | Značenje izraza u ovom zakoniku | Novac je metalni i papirni novac ili novac izrađen od nekog drugog materijala koji je na osnovu zakona u opticaju u Srbi ji ili u stranoj državi. ,Član 112  ,Krivični zakonik
"frozenset({10112, 0, 10115, 11017, 16394, 10380, 29836, 10128, 10390, 83990, 151, 67227, 77985, 163, 21028, 44707, 170, 96429, 19889, 33979, 46019, 72405, 15966, 16996, 101, 102, 10354, 119, 63103})",Krivični zakonik | Značenje izraza u ovom zakoniku | Znacima za vredn ost smatraju se i strani znaci za vrednost. ,Član 112  ,Krivični zakonik
"frozenset({10112, 28160, 0, 73604, 11017, 16394, 10128, 16656, 23060, 10390, 10135, 151, 10136, 17562, 13469, 77985, 10785, 163, 21028, 10275, 10150, 170, 10415, 19889, 37685, 72377, 33979, 46019, 67779, 29510, 61258, 12883, 72405, 16471, 12504, 57432, 10457, 15966, 51423, 101, 102, 10222, 16508, 62064, 19700, 117, 119, 11132, 63103})","Krivični zakonik | Značenje izraza u ovom zakoniku | Motornim vozilom smatra se svako saobraćajno sredstvo na motorni pogon u suvozemnom, vodenom i vazdušnom saobraćaju. ",Član 112  ,Krivični zakonik
"frozenset({10112, 12161, 11266, 10115, 11396, 73604, 0, 10247, 30599, 11017, 16394, 67469, 10128, 80274, 86422, 151, 28696, 11290, 10141, 54815, 95264, 77985, 42786, 163, 21028, 10149, 28453, 13860, 10281, 170, 12842, 19889, 94643, 37685, 10421, 10167, 10111, 33979, 66622, 46019, 10307, 10312, 15948, 14413, 31436, 72405, 25814, 15966, 101, 102, 33259, 10220, 10354, 117, 119, 17016, 10237, 63103})","Krivični zakonik | Značenje izraza u ovom zakoniku | Ispravom se smatra svaki predmet koji je podoban ili određen da služi kao dokaz kak ve činjenice koja ima značaj za pravne odnose, kao i računarski podatak. ",Član 112  ,Krivični zakonik
"frozenset({10112, 0, 11017, 16394, 19081, 151, 37887, 77985, 163, 21028, 170, 19889, 44593, 18609, 15931, 33979, 49471, 11199, 46019, 10310, 72405, 119, 23518, 15966, 101, 102, 43249, 117, 22391, 51581, 63103})","Krivični zakonik | Značenje izraza u ovom zakoniku | Spis, pismo, pošiljka i dokument mogu biti i u elektronskom obliku. ",Član 112  ,Krivični zakonik
"frozenset({0, 10243, 13828, 86533, 10247, 16394, 10763, 29715, 14356, 10261, 83990, 11290, 10785, 10274, 21028, 23591, 12842, 46636, 59953, 28723, 54327, 89655, 26197, 16471, 15966, 52319, 10335, 101, 102, 10354, 117, 119, 16508, 63103, 131, 80515, 47237, 10380, 151, 77985, 10402, 163, 32937, 170, 23731, 33979, 10428, 12987, 56511, 72405, 72935, 51954, 12021, 19198, 21767, 11017, 91406, 10532, 66341, 14633, 39218, 89913, 25913, 73049, 63833, 17756, 16223, 12138, 68459, 45428, 10111, 10112, 12161, 73091, 10116, 69512, 87946, 10128, 17298, 10132, 10135, 10136, 10141, 10147, 10149, 19889, 46019, 19402, 10190, 11741, 23531, 68077, 53231, 61937, 10739, 27124, 12798})","Krivični zakonik | Značenje izraza u ovom zakoniku | Članom porodice smatraju se: supružnici, njihova deca, preci supružnika u pravoj liniji krvnog srodstva , vanbračni partneri i njihova deca, usvojilac i usvojenik, hranilac i hranjenik. Članovima porodice smatraju se i braća i sestre, njihov i supružnici i deca, bivši supružnici i njihova deca i roditelji bivših supružnika, ako žive u zajedničkom domaćinstvu, kao i lica koja imaju zajedničko dete ili je dete na putu da bude rođeno, iako nikada nisu živela u istom porodičnom domaćinstvu. ",Član 112  ,Krivični zakonik
"frozenset({10112, 0, 11017, 16394, 10128, 10141, 77985, 163, 21028, 44707, 170, 17454, 19889, 11956, 18101, 33979, 91585, 46019, 28364, 72405, 10330, 63066, 15966, 101, 102, 107, 119, 82168, 10237, 63103})","Krivični zakonik | Značenje izraza u ovom zakoniku | Izraz ""neće se kazniti"" znači da u tom slučaju nema krivičnog dela. ",Član 112  ,Krivični zakonik
"frozenset({10112, 12161, 73986, 0, 10247, 11017, 16394, 25225, 14477, 10128, 26773, 68763, 10141, 28447, 77985, 163, 21028, 10149, 10150, 170, 19889, 43697, 31153, 28721, 18101, 37685, 93112, 33979, 21440, 34113, 46019, 10307, 15230, 72405, 10839, 10329, 15966, 38753, 11234, 101, 102, 12138, 117, 119, 82168, 12798, 63103})","Krivični zakonik | Značenje izraza u ovom zakoniku | Kad je radnja krivičnog dela određena trajnim glagolom smatra se da je delo učinjeno, ako je radnja izvršena jednom ili više puta. ",Član 112  ,Krivični zakonik
"frozenset({10112, 0, 61829, 11017, 16394, 73494, 18711, 77985, 163, 21028, 14371, 170, 19889, 33979, 46019, 10698, 47947, 83279, 72405, 61405, 15966, 101, 102, 107, 119, 63103})","Krivični zakonik | Značenje izraza u ovom zakoniku | Skraćenica ""Srbija"" označava Republiku Srbiju. ",Član 112  ,Krivični zakonik
"frozenset({0, 16394, 27151, 18960, 25109, 79388, 13853, 16928, 10275, 21028, 13860, 12842, 68658, 10295, 17466, 10307, 10329, 15966, 101, 102, 10354, 117, 119, 62586, 63103, 10378, 10380, 143, 27796, 30871, 151, 77985, 163, 168, 170, 24746, 10415, 17585, 33979, 10434, 22727, 30921, 33491, 72405, 14574, 12021, 10999, 19716, 11017, 38685, 42786, 58668, 37685, 14163, 30061, 13693, 10112, 12161, 73091, 73604, 35209, 31628, 10128, 10135, 11159, 13211, 10150, 19889, 21440, 46019, 71108, 64972, 10192, 50129, 37330, 13784, 23518, 11747, 13284, 48099, 21483, 13811, 16372, 14323})","Krivični zakonik | Značenje izraza u ovom zakoniku | Poslom od javnog značaja smatra se obavljanje profesije ili dužnosti koja ima povećani rizik za bezbednost lica koje ga obavlja, a odnosi se na zanimanja koja su od značaja za javno informisanje, zdravlje ljudi, obrazovanje, javni prevoz, pravnu i stručnu pomoć pred sudskim i drugim državnim organima. ",Član 112  ,Krivični zakonik
"frozenset({10112, 0, 11266, 15747, 11396, 12550, 11017, 16394, 11660, 143, 10131, 86422, 10135, 151, 40470, 54815, 77985, 163, 21028, 10149, 170, 49835, 76462, 19889, 86196, 10111, 33979, 10428, 10429, 46019, 11719, 30028, 14413, 14929, 72405, 15966, 11102, 20192, 101, 102, 43249, 119, 63103})",Krivični zakonik | Značenje izraza u ovom zakoniku | Računar je svaki elektronski uređaj koji na osnovu program a automatski obrađuje i razmenjuje podatke. ,Član 112  ,Krivični zakonik
"frozenset({10112, 12161, 0, 10243, 15747, 11652, 12550, 29448, 11017, 16394, 16139, 86422, 10135, 39577, 67227, 15389, 54815, 77985, 15522, 163, 21028, 10149, 37538, 170, 12714, 10415, 19889, 83633, 86196, 10111, 33979, 10428, 10429, 46019, 10307, 17739, 31436, 14413, 30028, 25424, 14929, 72405, 10459, 38237, 15966, 13284, 101, 13668, 102, 25581, 18801, 10354, 117, 119, 11513, 15230, 63103})","Krivični zakonik | Značenje izraza u ovom zakoniku | Računarski sistem je svaki uređaj ili grupa međusobno povezanih ili zavisnih uređaja od kojih jedan ili više njih, na osnovu programa, vrši automatsku obradu podataka. ",Član 112  ,Krivični zakonik
"frozenset({10112, 12161, 0, 73091, 14596, 76421, 10247, 80136, 11017, 16394, 10378, 10251, 10132, 52630, 151, 10136, 85270, 11162, 67227, 79388, 26270, 77985, 163, 21028, 10149, 38310, 170, 12842, 11820, 41005, 29738, 63660, 19889, 29617, 35123, 18101, 40887, 57784, 72377, 10295, 33979, 69948, 23483, 43070, 15935, 67392, 71869, 46019, 10307, 31555, 33866, 10958, 22864, 52563, 48980, 72405, 19454, 10327, 55897, 10330, 10206, 15966, 10976, 23518, 11236, 101, 102, 18801, 10354, 63986, 117, 119, 43516, 10237, 15230, 63103})","Krivični zakonik | Značenje izraza u ovom zakoniku | Organizovana kriminalna grupa je grupa od tri ili više lica, koja postoji određeno vreme i deluje sporazumno u cilju vršenja jednog ili više krivičnih dela za koja je propisana kazna zatvora od četiri godine ili teža kazna, radi neposrednog i li posrednog sticanja finansijske ili druge ko risti. ",Član 112  ,Krivični zakonik
"frozenset({32256, 0, 16394, 11290, 14878, 21028, 30757, 35365, 12332, 11821, 28723, 42047, 12883, 45142, 10327, 10839, 10329, 15966, 16996, 101, 102, 117, 119, 17016, 20089, 63103, 44674, 76421, 10378, 151, 77985, 163, 170, 63660, 67245, 10415, 18101, 33979, 52414, 28364, 72405, 18151, 12525, 34549, 82168, 96512, 16136, 11017, 24842, 78600, 70921, 71965, 37685, 33090, 14667, 52563, 33111, 11615, 10607, 43381, 10105, 51581, 10112, 12161, 12674, 23425, 10639, 10128, 80274, 10135, 13211, 10142, 10149, 19889, 18865, 37299, 56753, 27585, 46019, 42951, 12250, 10205, 23518, 10206, 11243, 10739, 11259})","Krivični zakonik | Značenje izraza u ovom zakoniku | Imovinska korist je dobro svake vrste, materijalno ili nematerijalno, pokretno ili nepokretno, procenjivo ili neprocenji vo i isprava u bilo kom obliku kojim se dokazuje pravo ili interes u odnosu na takvo dobro. Imovinom se smatra i prihod ili druga korist ostvarena, neposredno ili posredno, iz krivičnog dela, kao i dobro u koje je ona pretvorena ili sa kojim je pomešana. POSEBNI DEO ",Član 112  ,Krivični zakonik
"frozenset({0, 24200, 11017, 16394, 60940, 16656, 10128, 22175, 10785, 21028, 170, 10154, 20141, 16690, 33979, 10307, 27341, 57304, 55897, 91993, 15966, 11236, 101, 41190, 102, 10607, 117, 119, 10237})","Krivični zakonik | Ubistvo | Ko drugog liši života, kazniće se zatvorom od pet do petnaest godina. ",Član 113  ,Krivični zakonik
"frozenset({0, 12161, 11266, 10373, 10247, 11017, 16394, 60940, 16656, 10128, 10135, 49048, 39322, 22175, 10785, 21028, 170, 10154, 16690, 49718, 33979, 79434, 27341, 28365, 11729, 11218, 12504, 55897, 57304, 91993, 15966, 11236, 101, 41190, 102, 12138, 114, 28920, 122, 80636, 10237})",Krivični zakonik | Teško ubistvo | Zatvorom najmanje deset godina ili doživotnim zatvorom kazniće se 1) ko drugog liši života na svirep ili podmukao način,Član 114,Krivični zakonik
"frozenset({0, 12161, 11017, 16394, 60940, 16656, 10128, 144, 10132, 49048, 62364, 13853, 22175, 10785, 21028, 170, 10154, 16690, 31155, 49718, 74109, 33979, 79434, 77003, 10698, 27341, 11218, 12883, 20439, 12504, 55897, 57304, 91993, 15966, 11615, 11236, 101, 41190, 102, 68584, 12138, 114, 28920, 123, 10237})",Krivični zakonik | Teško ubistvo | Zatvorom najmanje deset godina ili doživotnim zatvorom kazniće se 2) ko drugog liši života pri bezo bzirnom nasilničkom ponašanju,Član 114,Krivični zakonik
"frozenset({12928, 12161, 0, 73091, 11017, 16394, 60940, 16656, 10128, 151, 49048, 18071, 13693, 22175, 10785, 163, 21028, 170, 10154, 10282, 10416, 16690, 11956, 49718, 33979, 10305, 10310, 79434, 10316, 27341, 13644, 11218, 12504, 55897, 57304, 91993, 17626, 56792, 15966, 11615, 25442, 11236, 101, 41190, 102, 12138, 114, 28920, 10105, 124, 10237})",Krivični zakonik | Teško ubistvo | Zatvorom najmanje deset godina ili doživotnim zatvorom kazniće se 3) ko drugog liši života i pri tom sa umišljajem dovede u opasnost život još nekog lica,Član 114,Krivični zakonik
"frozenset({10112, 12161, 73986, 30083, 0, 10375, 11017, 16394, 50570, 60940, 33677, 16656, 10128, 49048, 22175, 10785, 21028, 170, 10154, 16690, 18101, 49718, 33979, 46139, 79434, 10698, 27341, 11218, 10839, 12504, 55897, 57304, 91993, 15966, 11615, 10976, 82168, 20192, 11236, 101, 41190, 102, 12138, 114, 125, 28920, 10237})",Krivični zakonik | Teško ubistvo | Zatvorom najmanje deset godina ili doživotnim zatvorom kazniće se 4) ko drugog liši života pri izvršenju krivičnog dela razbojništva ili razbojničke krađe,Član 114,Krivični zakonik
"frozenset({96512, 12161, 73986, 0, 11017, 16394, 60940, 10253, 79246, 16656, 10128, 49048, 13853, 26270, 22175, 12704, 10785, 21028, 170, 10154, 69553, 16690, 18101, 49718, 10295, 15160, 74109, 33979, 79434, 27341, 18513, 11218, 50772, 10839, 12504, 55897, 57304, 91993, 15966, 11615, 10976, 82168, 11236, 101, 41190, 16997, 26088, 89705, 12138, 94315, 26218, 10220, 102, 114, 117, 28920, 40188, 10237, 126})","Krivični zakonik | Teško ubistvo | Zatvorom najmanje deset godina ili doživotnim zatvorom kazniće se 5) ko drugog liši života iz koristoljublja, radi izvršenja ili prikrivanja drugog krivičnog dela, iz bezobzirne osvete ili iz drugih niskih pobuda",Član 114,Krivični zakonik
"frozenset({0, 12161, 49541, 11017, 16394, 60940, 16656, 10128, 49048, 11162, 67227, 22175, 10785, 21028, 170, 10154, 83754, 58410, 16690, 10421, 49718, 33979, 79434, 10698, 27341, 11218, 12504, 55897, 57304, 91993, 10329, 13784, 15966, 11615, 10976, 11236, 101, 102, 12138, 114, 28920, 62586, 10237, 127})",Krivični zakonik | Teško ubistvo | Zatvorom najmanje deset godina ili doživotnim zatvorom kazniće se 6) ko liši života službeno ili vojno lice pri vršenju službene dužnosti,Član 114,Krivični zakonik
"frozenset({128, 12161, 10625, 0, 13828, 11017, 16394, 60940, 16656, 10128, 11159, 49048, 67227, 22175, 10785, 10402, 163, 21028, 10532, 61863, 170, 10154, 83754, 58410, 16690, 49718, 33979, 79164, 32319, 17863, 79434, 51915, 27341, 11218, 33491, 14163, 12504, 55897, 57304, 91993, 17626, 13784, 15966, 10976, 11236, 101, 102, 12138, 24429, 114, 10354, 117, 10358, 52471, 28920, 10105, 62586, 10237})","Krivični zakonik | Teško ubistvo | Zatvorom najmanje deset godina ili doživotnim zatvorom kazniće se 7) ko liši života sudiju, javnog tužioca, zamenika javnog tužioca ili polici jskog službenika u vezi sa vršenjem službene dužnosti",Član 114,Krivični zakonik
"frozenset({10112, 12161, 129, 10114, 73604, 0, 11017, 16394, 60940, 16656, 10128, 25109, 30871, 49048, 27287, 11162, 13211, 22175, 10785, 77985, 163, 21028, 170, 10154, 16690, 10421, 49718, 33979, 10307, 12611, 79434, 46154, 27341, 11218, 33491, 14163, 12504, 55897, 57304, 91993, 15966, 23518, 11236, 101, 102, 12138, 114, 52471, 28920, 10105, 10237})",Krivični zakonik | Teško ubistvo | Zatvorom najmanje deset godina ili doživotnim zatvorom kazniće se 8) ko liši života lice koje obavlja poslove od javnog značaja u vezi sa poslovima koje to lice obavlja,Član 114,Krivični zakonik
